// These data were taken by Carmen Barbiel and Detlef Diesing
// January, 22th, 2021 in the lab course cell with a gold wire
// and a Pt wire as counter electrode. 
//Reference is Pt wire in same solution in H2 gas.
// solution is 0.1 N H2/SO4
// Potentiostat is HEKA PG 510 with CR 1mA, CF 10 BW 30 
// The oscilloscope is set to 0.04 sec delta t 
// You should get as a scan rate 0.05 V per second
// But check it.



potential,current
0.62652588,8.8500977e-06
0.63201904,9.826660199999999e-06
0.63659668,8.4838867e-06
0.63201904,8.575439499999999e-06
0.62889099,8.7280273e-06
0.62797546,8.636474600000001e-06
0.6312561,8.605957000000001e-06
0.63865662,8.087158199999999e-06
0.64659119,9.185791e-06
0.6468963599999999,9.0026855e-06
0.64277649,9.3994141e-06
0.64552307,9.185791e-06
0.64064026,9.3383789e-06
0.64903259,8.4533691e-06
0.65696716,9.3994141e-06
0.65856934,8.361816399999999e-06
0.65795898,9.0637207e-06
0.65689087,9.124755900000001e-06
0.65505981,9.124755900000001e-06
0.65666199,6.7138672e-06
0.66116333,9.124755900000001e-06
0.66955566,8.1176758e-06
0.6703949,8.392334000000001e-06
0.6752014200000001,8.1787109e-06
0.67192078,8.6975098e-06
0.6678009,7.8430176e-06
0.66795349,7.9650879e-06
0.67451477,8.026123000000001e-06
0.6813812299999999,7.4768066e-06
0.6859588599999999,8.911132800000001e-06
0.6863403300000001,7.720947299999999e-06
0.68145752,8.270263699999999e-06
0.68374634,8.392334000000001e-06
0.6855011,7.4157715e-06
0.69450378,8.026123000000001e-06
0.69641113,7.3242188e-06
0.69854736,7.049560500000001e-06
0.69725037,7.690429699999999e-06
0.69564819,7.202148399999999e-06
0.69389343,7.904052699999999e-06
0.69602966,7.080078099999999e-06
0.70465088,7.3242188e-06
0.70968628,7.9650879e-06
0.71006775,8.087158199999999e-06
0.70755005,8.056640599999999e-06
0.70602417,8.1176758e-06
0.71022034,7.751464800000001e-06
0.71792603,7.9650879e-06
0.72563171,7.6293945e-06
0.71762085,7.8125e-06
0.71548462,9.0026855e-06
0.7219696,7.202148399999999e-06
0.728302,7.904052699999999e-06
0.73356628,6.7749023e-06
0.72929382,7.6599121e-06
0.72723389,8.361816399999999e-06
0.72746277,8.392334000000001e-06
0.73638916,8.087158199999999e-06
0.74378967,8.026123000000001e-06
0.74310303,7.4157715e-06
0.73738098,8.575439499999999e-06
0.7333374,8.1787109e-06
0.7454681399999999,7.4768066e-06
0.7497406,7.598877e-06
0.75370789,7.9650879e-06
0.74813843,8.392334000000001e-06
0.7460021999999999,7.904052699999999e-06
0.7510376,7.4462891e-06
0.75996399,7.202148399999999e-06
0.7639312700000001,7.904052699999999e-06
0.75424194,8.5449219e-06
0.75317383,7.5073242e-06
0.76019287,8.3312988e-06
0.76629639,7.8430176e-06
0.77278137,7.873535199999999e-06
0.77110291,8.3312988e-06
0.76652527,8.5144043e-06
0.76461792,7.9345703e-06
0.76927185,8.5144043e-06
0.78063965,7.4768066e-06
0.78330994,8.1787109e-06
0.7794189500000001,8.392334000000001e-06
0.77575684,7.9345703e-06
0.7774353000000001,7.690429699999999e-06
0.78773499,8.6975098e-06
0.7905578599999999,8.270263699999999e-06
0.79170227,7.5378418e-06
0.78895569,8.5144043e-06
0.78895569,7.7819824e-06
0.79101563,8.1787109e-06
0.79490662,7.7819824e-06
0.8029937700000001,8.941650399999999e-06
0.80451965,7.6293945e-06
0.80230713,7.5073242e-06
0.80039978,8.972167999999999e-06
0.80276489,8.1481934e-06
0.80307007,8.4533691e-06
0.8110046400000001,7.7819824e-06
0.81619263,8.789062499999999e-06
0.8190918,8.911132800000001e-06
0.81237793,6.9274902e-06
0.81108093,6.9580078e-06
0.81497192,8.4838867e-06
0.82221985,7.5073242e-06
0.8278656,8.209228500000001e-06
0.82984924,8.3007813e-06
0.82168579,7.904052699999999e-06
0.8226776099999999,8.941650399999999e-06
0.82862854,8.575439499999999e-06
0.83511353,8.4533691e-06
0.83961487,8.4533691e-06
0.83969116,9.429931599999999e-06
0.83572388,7.690429699999999e-06
0.834198,8.3007813e-06
0.8360290500000001,8.4533691e-06
0.84716797,8.636474600000001e-06
0.84877014,8.3312988e-06
0.85258484,6.988525399999999e-06
0.85037231,8.087158199999999e-06
0.84716797,8.636474600000001e-06
0.84602356,8.3007813e-06
0.85159302,8.8195801e-06
0.8581543,7.6293945e-06
0.86250305,8.3312988e-06
0.86486816,7.293701199999999e-06
0.86242676,7.904052699999999e-06
0.86242676,7.904052699999999e-06
0.86112976,7.9345703e-06
0.86341858,8.270263699999999e-06
0.8692169199999999,8.056640599999999e-06
0.87608337,7.4768066e-06
0.87852478,8.361816399999999e-06
0.87715149,7.293701199999999e-06
0.87554932,7.598877e-06
0.87463379,8.4838867e-06
0.87905884,7.019043e-06
0.88630676,8.056640599999999e-06
0.88973999,8.789062499999999e-06
0.89103699,9.307861300000001e-06
0.89042664,8.026123000000001e-06
0.88897705,7.8430176e-06
0.89279175,8.270263699999999e-06
0.88638306,7.3242188e-06
0.89614868,7.019043e-06
0.90126038,8.3312988e-06
0.90705872,8.605957000000001e-06
0.90438843,8.392334000000001e-06
0.90072632,1.0467529e-05
0.90042114,9.277343800000001e-06
0.90621948,8.5144043e-06
0.91278076,9.3688965e-06
0.91918945,1.0040283e-05
0.91705322,9.3383789e-06
0.91407776,8.5144043e-06
0.91323853,8.5449219e-06
0.91133118,9.429931599999999e-06
0.92254639,7.904052699999999e-06
0.92842102,9.704589800000001e-06
